"";"Samples";"MMP1";"MYO1B";"LAPTM4B";"MAL";"KRT4";"MYO10";"SPP1";"EXT1";"HPGD";"MGST2";"AIM1";"Class"
"53";"GSM44838";0,585438795168177;-0,12283317341307;0,481701681766115;-0,0687094620728641;0,0713249021883042;-0,341751926481308;0,512169281177013;-0,28751571309561;-0,414561204831823;-0,267971039556091;-0,147292140848842;"HNSCC"
"54";"GSM44839";0,736150583558031;-0,0891903993386998;-0,0435636402999468;-0,166826251254699;0,320800940778209;-0,0665015056387648;-0,196973469267256;-0,110656084551949;-0,263849416441969;-0,0986621464701135;-0,0207286110728414;"HNSCC"
"55";"GSM44840";0,729695304695305;-0,0630144245997905;0,285096001559416;-0,224887916961088;-0,115440047757121;-0,138235544942862;0,00462829853073755;-0,0735075899710046;-0,270304695304695;-0,0673966277624814;-0,066632757486416;"HNSCC"
"56";"GSM44841";0,70702472260587;0,0240631846511177;0,459478835633422;-0,233299154431538;-0,179157138698862;-0,120311131820757;-0,0444872745480179;-0,0243075478275035;-0,29297527739413;-0,131484757846873;-0,164544460322727;"HNSCC"
"57";"GSM44845";0,0888694117264267;-0,157268144942626;0,20593574434394;0,211155262358734;0,688249034728097;-0,228357980304115;-0,127613826164291;-0,126980027548209;-0,311750965271903;-0,0994209724300991;-0,142817536495955;"HNSCC"
"58";"GSM44846";0,251106801800154;-0,241813325527789;0,656123083677875;-0,211042406059054;0,140316856317003;-0,228147524788702;0,223546522264096;-0,189912553510666;-0,343876916322125;-0,150433573597746;0,094133035746954;"HNSCC"
"59";"GSM155676";-0,54683200493566;0,170660818447859;0,375727157769165;0,0779080371905652;-0,138609067320377;-0,258075493546421;-0,261708907916646;-0,0412785821132282;-0,157538279931157;0,32657832729156;0,45316799506434;"HNSCC"
"60";"GSM155677";0,235869331991739;-0,035314860958975;-0,00223645907333651;0,475020711612604;0,401815612003677;-0,524979288387396;-0,312202336840455;-0,447346894571196;-0,351931666174647;0,296612211156597;0,264693639241387;"HNSCC"
"61";"GSM155678";0,695822424770362;0,189034907004563;0,29969602397393;-0,302330587064771;-0,304177575229638;-0,26968703613178;-0,24874517041175;-0,299100158917196;-0,245269295875953;0,316772641234755;0,167983826647479;"HNSCC"
"62";"GSM155679";0,494370850903636;0,0984453450691577;0,154822950383435;-0,339989456434927;0,355518354823032;-0,413741889694245;-0,284676010961381;-0,505629149096364;-0,0891757090322414;0,260301959644535;0,269752754395365;"HNSCC"
"63";"GSM155681";-0,322543844956927;0,206823836011224;0,368762184092418;0,0331313617147518;-0,0388065368219626;-0,378829189477948;-0,203243146116276;-0,211279758773037;-0,46182496851112;0,53817503148888;0,469635031349996;"HNSCC"
"64";"GSM155685";0,31089162348616;0,0495502088435306;0,255515146625998;0,29466628189952;0,159469054547627;-0,557670152829054;-0,206363225052077;-0,261332160997376;-0,65832115282639;0,34167884717361;0,271915529128452;"HNSCC"
"65";"GSM155688";0,483412381643571;0,368808700045332;0,461124084488597;-0,369685238998852;-0,270841346420145;-0,437529825219476;-0,208048160369414;-0,0660199475428819;-0,516587618356429;0,260112162508101;0,295254808221598;"HNSCC"
"66";"GSM155694";0,114151917456208;0,343259910126588;0,466065224161558;-0,224559702448902;0,274108898389681;-0,382973320175359;-0,355424317038652;-0,126213955368978;-0,533934775838442;0,333725291640794;0,091794829095503;"HNSCC"
"67";"GSM155696";0,277842071549672;0,401217530493918;0,209320436475043;-0,481040475195775;-0,395296707632582;-0,519568345312382;0,480431654687618;-0,205093191694147;-0,383025919238444;0,455970838192371;0,159242107674707;"HNSCC"
"68";"GSM155697";0,532861194381462;0,0963201250320419;0,210145733887644;-0,137174672096591;-0,164688600452917;-0,431845781396042;-0,0476728436453478;-0,108952196014284;-0,467138805618538;0,332806454276211;0,185339391646359;"HNSCC"
"69";"GSM155699";-0,524882964206513;0,177332805329452;0,475117035793487;-0,158367155385627;-0,0909097585851133;-0,226142550649122;-0,17347809856438;0,118539811859125;-0,0251289246884461;0,112546439353382;0,315373359743756;"HNSCC"
"70";"GSM155701";0,556616321731981;0,257531091161284;0,363615545727894;-0,140341302381863;-0,274464440053786;-0,443383678268019;-0,425000911205663;-0,0693953293259376;-0,373610181705352;0,265455783991761;0,282977100327702;"HNSCC"
"71";"GSM155703";-0,0959843279327756;0,094835462986549;0,46686766341522;0,194176173045662;0,115474633070767;-0,362979021745154;-0,53313233658478;-0,0864067500178648;-0,504252083864462;0,449907476722131;0,261493110904708;"HNSCC"
"72";"GSM155704";0,0898253085243605;-0,0450083301162822;0,0476274664925917;0,397738080677091;0,354927163038262;-0,478486948615907;-0,602261919322909;-0,0822164460502547;-0,274825982466656;0,305346211434899;0,287335396404804;"HNSCC"
"73";"GSM155706";-0,0682668754626989;0,21453929487791;0,0672937134387734;0,50230134191139;0,234407243386413;-0,389187027090706;-0,49769865808861;-0,429270566480484;-0,191251283473841;0,236887950688425;0,320244866293428;"HNSCC"
"74";"GSM155709";0,464426195504832;0,288532379019195;-0,138396736017339;-0,396645350851531;0,263258064218342;-0,182071282784976;-0,535573804495168;0,0668865291547832;-0,506569419472242;0,299065540174703;0,377087885549401;"HNSCC"
"75";"GSM155710";0,267720458671613;0,3152643334879;0,434473635813482;-4,45625093332166e-05;-0,355032891375936;-0,565526364186518;-0,263026666771458;-0,252136548331067;-0,0922795413283874;0,257958549792906;0,252629596736798;"HNSCC"
"76";"GSM155711";-0,394650690497954;-0,174776835092;0,135463230782715;0,605349309502046;0,227382398309486;-0,295263376627713;-0,324090421513508;-0,0741704693096451;-0,308917413928495;0,436099200833809;0,16757506754126;"HNSCC"
"77";"GSM155712";0,177260571746434;0,105785559110436;0,0617550207400268;0,515266802276029;0,235569644534906;-0,405386257971609;-0,484733197723971;-0,200584949412238;-0,42119222375783;0,267386715183094;0,148872315274723;"HNSCC"
"78";"GSM153814";0,78691599713268;-0,114748872983118;-0,150007322670522;0,0329385165294682;0,138450659251878;-0,175326919806539;-0,0833323817773975;-0,0828340317090797;-0,21308400286732;-0,00319216845195137;-0,135779472648098;"HNSCC"
"79";"GSM153824";-0,294178116899933;-0,246140030528247;-0,00443774168492764;0,517523511822345;0,64532145446619;-0,309063172924175;0,665160838878792;-0,231907070348218;-0,334839161121208;-0,113826595585306;-0,293613916075312;"HNSCC"
"80";"GSM153826";0,757212407477734;-0,0373296771195457;-0,0756005596733172;-0,0549999765032175;-0,00974245307499994;-0,228622847270647;0,339369394026176;-0,150856887214615;-0,242787592522266;-0,1050968233744;-0,191544984750903;"HNSCC"
"81";"GSM153836";-0,0575608850956753;-0,0820408109687801;-0,0406489606890309;-0,032316401318429;-0,0244212856509606;-0,152903205308249;0,838311670066961;-0,102529976909921;-0,161688329933039;-0,0616275043187613;-0,122574309874114;"HNSCC"
"82";"GSM153838";-0,0417471877150758;0,0427746439833042;-0,0124199537072972;0,0970210019554173;0,803056271722686;-0,161691699740413;-0,175595970882734;-0,147463226193037;-0,196943728277314;-0,0870759204520215;-0,119914230693517;"HNSCC"
"83";"GSM153842";-0,288721357338968;0,677798739873065;-0,039576962551414;0,0879618196684297;0,11765602327813;-0,165187149680605;-0,20697843028264;-0,0384746436002225;-0,322201260126935;0,142332383126768;0,0353908376343915;"HNSCC"
"84";"GSM153848";0,194152463006105;0,616813250785022;0,0742725805236136;-0,208524409561331;-0,127297192088752;-0,325986854598075;0,524828816348551;-0,260753848693859;-0,383186749214978;0,103432784983601;-0,207750841489897;"HNSCC"
"85";"GSM44794";0,683758063964331;-0,0584382561772487;0,229227403562985;-0,273025467194448;0,236977685807515;-0,226686509312451;0,306348814480508;-0,190823654726868;-0,316241936035669;-0,137985444411466;-0,253110699957189;"HNSCC"
"86";"GSM44802";0,594207415337563;-0,173499958114261;0,544884473453671;-0,16798665903731;0,00601805772280724;-0,186728752216749;0,514983025626973;-0,130580564733344;-0,405792584662436;-0,281095191375229;-0,314409262001684;"HNSCC"
"87";"GSM44806";0,747341971399793;-0,0195755457758556;0,0359623597878631;-0,198033510114047;0,0970302284189739;-0,17466271467304;0,0888296009617641;-0,0655328151456185;-0,252658028600207;-0,114567801841937;-0,144133744417689;"HNSCC"
"88";"GSM44812";-0,112739577334876;-0,131513369447233;0,124806987682884;-0,0116036711834521;-0,0417110446361686;-0,18044549536006;0,79999592317218;-0,160601535944881;-0,20000407682782;0,104402464442417;-0,19058660456299;"HNSCC"
"89";"GSM44815";0,825392843709092;-0,100708969629482;0,0516726065885991;-0,129486576371914;-0,0938311652866397;-0,119033405485769;0,0112272960502745;-0,0722643359544417;-0,174607156290908;-0,108400101628739;-0,0899610357000721;"HNSCC"
"90";"GSM44818";0,690641451543479;0,0419101173198539;0,462038804948845;-0,226282185703091;-0,171250013795844;-0,0556132528391846;0,349431059410421;-0,242780910967144;-0,309358548456521;-0,27608187005419;-0,262654651406624;"HNSCC"
"91";"GSM44821";0,739876417689091;0,101115031283145;0,368462869109461;-0,141093895943332;-0,129284718606721;-0,183754726706879;-0,257082470457678;-0,0191936273591548;-0,260123582310909;-0,124211461916986;-0,0947098347800362;"HNSCC"
"92";"GSM44823";0,221321307001585;-0,177322979634955;0,793141836375374;-0,0852877956452844;-0,0899009869515034;-0,17431028327171;0,0251934288005947;-0,0715289189506427;-0,206858163624626;-0,0872783271709999;-0,147169116927832;"HNSCC"
"93";"GSM44826";0,349256482599148;-0,276995317112898;0,102152019313273;0,095985006035398;0,651880062826311;-0,312141693692646;0,57959562833583;-0,275331583310307;-0,348119937173689;-0,267948764561307;-0,298331903259115;"HNSCC"
"94";"GSM44827";0,238582931991922;-0,250937918275072;0,112987467297963;-0,168267355580228;0,673799459931177;-0,280940078924502;0,527801291338789;-0,234753625167544;-0,326200540068823;-0,0608625013211763;-0,231209131222507;"HNSCC"
"95";"GSM44830";0,589509094223782;0,0902180698552769;0,0450765785756772;-0,250221900165182;0,168600390028672;-0,337517056848797;0,612814136053345;-0,194040645480879;-0,387185863946656;-0,185168321863888;-0,152084480431352;"HNSCC"
"96";"GSM44834";0,25254230646141;0,0331587300550588;0,737620257463637;-0,227405965684578;0,0456021527147327;-0,185319608906073;-0,134576021004644;0,0281583708338504;-0,262379742536363;-0,144641399264576;-0,142759080132455;"HNSCC"
"97";"GSM44842";-0,0604921134775282;-0,14357059731909;-0,0668952069582822;0,236819224384284;0,827773537711933;-0,159861360985394;-0,0463663452533391;-0,157609373649454;-0,172226462288067;-0,126221228071582;-0,13135007409348;"HNSCC"
"98";"GSM44844";0,426687198205391;-0,0608075738565073;0,1775864035588;-0,207217723027008;0,64796142098526;-0,286501146977935;0,224575111212501;-0,19139449704067;-0,35203857901474;-0,201710961560397;-0,177139652484696;"HNSCC"
"99";"GSM155665";-0,472406588907837;-0,0947913040865139;-0,0457863888776051;0,527593411092163;0,440169247444554;-0,256435509848665;-0,322095547046337;-0,157989251846985;-0,0189045094815607;0,192950241305665;0,207696200253122;"Normal"
"100";"GSM155667";-0,466989707020152;-0,0569232027726822;0,0161275220000788;0,394412174333794;0,533010292979848;-0,36299676659973;-0,404419822901015;-0,0970579742668178;-0,137103489977258;0,271953081128323;0,309987893095612;"Normal"
"101";"GSM155668";-0,454086500470203;-0,102731763403525;-0,0240658771762745;0,545913499529797;0,451586272952552;-0,28267137052157;-0,341573357906897;-0,221722589593467;0,0274168665423733;0,159472248565644;0,24246257148157;"Normal"
"102";"GSM155671";-0,546788996768185;-0,0457984789526187;0,0812776513492897;0,453211003231815;0,335764518927452;-0,349719468415205;-0,456621999928913;-0,0997265709217357;0,0257250019339725;0,303628269853596;0,299049069690532;"Normal"
"103";"GSM764917";-0,178249226814378;-0,102393810292848;0,0813008031062208;0,558520956192508;0,198844098659216;-0,441479043807492;-0,378757430417354;-0,222585302124972;0,0219017159077714;0,16758823734789;0,295309002243436;"Normal"
"104";"GSM764918";-0,450253785468308;-0,166116062321307;0,104959397369887;0,549746214531692;0,19822060914602;-0,377783343026;-0,411761974502705;-0,0503224460839091;0,0552809300087995;0,254840497279456;0,293189963066374;"Normal"
"105";"GSM764919";-0,393939539687301;-0,257460033737726;0,0887840864273428;0,606060460312699;0,255684824232397;-0,3710550778425;-0,333602092473549;-0,243560055862258;0,0924009664835198;0,18870520766016;0,367981254487214;"Normal"
"106";"GSM764920";-0,444315954351534;-0,19987114386215;0,0390225951221849;0,555684045648466;0,186541908568297;-0,377348947812141;-0,418257215120119;-0,149656183971524;0,208124375747792;0,254657838661034;0,345418681369694;"Normal"
"107";"GSM764921";-0,445041528693006;-0,0520861309633286;0,0259911209476531;0,543691509492767;0,26023134171577;-0,314375245774601;-0,456308490507232;-0,151998941101055;0,0691628003259809;0,221935522596642;0,29879804196041;"Normal"
"108";"GSM764922";-0,488167520502604;-0,0526690278919739;0,325738409967744;0,506414310711952;0,359217211645901;-0,413093205152531;-0,493585689288048;-0,0935899057618113;-0,093437058587903;0,222624544093774;0,220547930765501;"Normal"
"109";"GSM764924";-0,433602674169733;-0,139820760086253;0,0764815750026053;0,566397325830267;0,102794411177645;-0,367590120962893;-0,414524364924769;-0,152766755645336;0,214931582617897;0,234611099086967;0,313088682073604;"Normal"
"110";"GSM764926";-0,42272979637748;-0,109817359829257;0,0232846389017074;0,572963414282418;0,136966428241809;-0,29519172531149;-0,427036585717582;0,000382513267189662;-0,0169596504383941;0,218109353368713;0,320028769612367;"Normal"
"111";"GSM764928";-0,409811067666121;-0,19794448068525;0,0949324799613133;0,577804651544356;0,163032171640612;-0,32148648789655;-0,422195348455644;-0,0911839853140183;0,0459573791337157;0,236395875288612;0,324498812448974;"Normal"
"112";"GSM764931";-0,424084179104259;-0,248913024013426;0,0491078884653182;0,572189202711291;0,147760758202525;-0,364675372707501;-0,427810797288709;-0,107623139751654;0,206401728490082;0,256290975166477;0,341355959829856;"Normal"
"113";"GSM764932";-0,426600355730543;-0,207653387210969;0,0828541332090003;0,573399644269457;0,285158610924036;-0,368820045243399;-0,296400386813794;-0,142214508970972;0,084192439862543;0,180887254140116;0,235196601564524;"Normal"
"114";"GSM764933";-0,368401792709032;-0,0783307659894566;0,0428005167311859;0,584528119019666;0,243642738328835;-0,388218771477235;-0,415471880980334;-0,196270371841182;0,062922372095823;0,178842170496174;0,333957666325557;"Normal"
"115";"GSM764934";0,101948001583463;0,20804100886316;0,0311233015801386;0,515849232594753;0,153432195664415;-0,484150767405247;-0,438007234369602;-0,196707968987501;-0,217051233882072;0,061084188440118;0,264439275918373;"Normal"
"116";"GSM764935";-0,424831646407532;-0,223399762585379;0,0246944488615563;0,575168353592468;0,209049490963822;-0,332361240029141;-0,390946441184411;-0,11698476034806;0,12163542433241;0,224438174200205;0,333537958604061;"Normal"
"117";"GSM764938";-0,443548596178189;-0,203840493510851;0,085641137088042;0,556451403821811;0,156220737826173;-0,301189931524607;-0,244483841942322;-0,16967676259322;0,0514228851168961;0,222363163593662;0,290640298302603;"Normal"
"118";"GSM764940";-0,441406721566746;-0,191494970209398;0,00477001104827161;0,558593278433254;0,19214289097969;-0,321027168357017;-0,369353805999685;-0,156514889188739;0,191478925001643;0,222660112071956;0,31015233778677;"Normal"
"119";"GSM764941";-0,451029613253416;-0,129507361886324;0,0359218827675682;0,548970386746584;0,24641403588187;-0,435949366065402;-0,301249681719161;-0,117316902632334;0,135086067180497;0,172479923046766;0,296180629933353;"Normal"
"120";"GSM764943";-0,397428729129845;-0,0274399077020562;0,100311445781932;0,547796267034371;0,197455430175768;-0,421890075380639;-0,452203732965629;-0,115044843808844;-0,00793658700854633;0,223486160289965;0,352894572713524;"Normal"
