"";"Samples";"MMP1";"MYO1B";"LAPTM4B";"MAL";"KRT4";"MYO10";"SPP1";"EXT1";"HPGD";"MGST2";"AIM1";"Class"
"121";"GSM764944";-0,447321458390508;-0,210279274609142;0,0268507587737068;0,552678541609492;0,234662984243702;-0,36791340497795;-0,440437244165262;-0,140758294527042;0,172569288650558;0,267646516436588;0,352301586955859;"Normal"
"122";"GSM764945";-0,414995047209615;-0,173586539396276;0,044272633673843;0,577575225134228;0,170744964000568;-0,372173738321371;-0,422424774865772;-0,11674057605596;0,115469221325946;0,244688444007087;0,347170187707322;"Normal"
"123";"GSM764946";-0,435045550198647;-0,120654267837837;0,0876539163679668;0,564954449801353;0,159602171698222;-0,355283392974458;-0,367212235897086;-0,113443945004605;0,0499995551014295;0,215775806712333;0,313653492231329;"Normal"
"124";"GSM764947";-0,431342407730835;-0,129354737934718;0,0279150513603457;0,568657592269165;0,173144558578546;-0,40014170509681;-0,262347839501148;-0,165859304203169;0,0812990357386765;0,212053770417588;0,325975986102358;"Normal"
"125";"GSM764948";-0,422455978828822;-0,173045945790672;0,0510335057600411;0,576960053873347;0,159411436595914;-0,362043361935368;-0,423039946126653;-0,122328785951623;0,131077023323058;0,252258237175082;0,332173761905697;"Normal"
"126";"GSM764949";-0,442499244505925;-0,127177603281298;0,0763235352178313;0,554282110896568;0,184803628733054;-0,38117046787499;-0,445717889103432;-0,102361975199131;0,158855589752143;0,2199976606435;0,304664654721681;"Normal"
"127";"GSM764950";-0,305011193563127;-0,0430750092109708;0,0463679844523919;0,564175152246924;0,243103259024412;-0,435824847753076;-0,374269610433371;-0,126902076106018;0,00634046641122716;0,14012588184941;0,284969993082199;"Normal"
"128";"GSM764951";-0,441091839538842;-0,161646288067767;0,0291225910747129;0,558908160461158;0,170834216346462;-0,373086949488995;-0,372565711214406;-0,0849130053906364;0,1411707675086;0,213043979096051;0,320224079213663;"Normal"
"129";"GSM764952";-0,433490130308815;-0,181970827469603;0,0457815285461069;0,566509869691185;0,175217343982382;-0,367408721596303;-0,373069075573298;-0,0883807492189012;0,147739455052408;0,195328833743832;0,313742473151006;"Normal"
"130";"GSM764954";-0,326347828935272;-0,188954744065941;0,0175334938412938;0,581690339123601;0,197446769029556;-0,418309660876399;-0,35969488673372;-0,159437294116792;0,107032956765955;0,201115950618156;0,347924905349561;"Normal"
"131";"GSM764955";-0,586997999347317;0,0320800825539568;0,247312013308134;0,413002000652683;0,391981208070852;-0,539755566968787;-0,405463505208164;-0,04364813219657;-0,0343917020499018;0,286943911893859;0,238937689291254;"Normal"
"132";"GSM764957";-0,314764132140432;-0,178932878536853;0,0426304703354167;0,597985604941512;0,269214349963137;-0,402014395058488;-0,362981970914264;-0,15312318678577;0,065236980789712;0,129309584985459;0,307439572420571;"Normal"
"133";"GSM764958";-0,349742976118262;-0,304172175760021;0,035032026986086;0,624387744870813;0,256780741054274;-0,375612255129187;-0,339226833979231;-0,196001984151777;0,0514332800956463;0,229749895627461;0,367372536504198;"Normal"
"134";"GSM764960";-0,437699896427926;-0,113956262896288;0,055191016253922;0,562300103572073;0,172026574335695;-0,395291847833212;-0,321579573506357;-0,140744086474435;0,0943821137076729;0,187953159540324;0,33741869972853;"Normal"
"135";"GSM771152";-0,0726171275842236;-0,0937647199401913;0,11616282237988;0,403179490791923;0,458107086866936;-0,521614239550193;-0,541892913133064;0,0323273316151782;-0,0497903104780472;0,105800223396127;0,164102355635674;"Normal"
"136";"GSM771155";-0,174608307226912;-0,175247847673821;0,0842618433217262;0,38922206521912;0,409845182760601;-0,590154817239399;-0,174851968373769;-0,0569431142978093;0,0555311273238864;0,0991496755182277;0,13379616066815;"Normal"
"137";"GSM771159";-0,189194465738984;0,184839058209124;0,117525920373414;0,263102451746262;0,389679419010646;-0,610320580989354;-0,194414226371335;-0,0385456314652702;-0,10629000214484;0,0125273058279243;0,171090751542414;"Normal"
"138";"GSM771182";-0,277772731808248;-0,0971155261393739;0,0919233210308564;0,406571237368942;0,444117386287922;-0,555882613712078;-0,273243297890924;0,0440924409263112;-0,00408534064244613;0,0857964988124252;0,135598625766613;"Normal"
"139";"GSM771189";-0,117456804813688;-0,0617116351645609;0,174658531249603;0,395196357504007;0,403223378982052;-0,596776621017948;-0,443332789656233;0,0477635378604297;-0,0652753662357141;0,067581927517903;0,196129483774149;"Normal"
"140";"GSM771195";0,0537324280812051;-0,0616482890067485;0,10993421235478;0,291519870033995;0,414580161649333;-0,585419838350666;-0,171444198911349;-0,096665820571371;-0,0545470285365257;0,0308595743214741;0,0690989289358726;"Normal"
"141";"GSM771200";-0,495906750961053;-0,139119165537041;0,0978678529043507;0,480061235672401;0,4904402436202;-0,472903249546639;-0,5095597563798;-0,0246813472179934;0,0972723385494646;0,193485378541065;0,283043220355044;"Normal"
"142";"GSM771209";-0,522686113019132;-0,155983917873678;0,0918746506468263;0,474636575762301;0,477313886980868;-0,479547709396506;-0,48729958265304;0,00464520174295457;0,101059774181446;0,186431857703686;0,309555375924274;"Normal"
"143";"GSM771225";-0,204873297334577;0,220417828488293;0,101445894878266;0,225633499787913;0,381233781049523;-0,618766218950477;-0,208294942921516;-0,0294770757002688;-0,0780723463192529;0,0243079521826379;0,186444924839458;"Normal"
"144";"GSM771227";0,291879817346027;-0,122912957363886;0,063000036925954;0,362564361024775;0,370821922808912;-0,629178077191088;-0,194963964274827;-0,131692119857844;-0,0425121226373995;0,00195555734068159;0,031037545878694;"Normal"
"145";"GSM771239";-0,0650760613097548;-0,0913631298865206;0,11069844270002;0,374943785755671;0,444823319061102;-0,555176680938898;-0,466793130726179;-0,0683490278365541;0,0391331893938239;0,11072291923448;0,166436374552809;"Normal"
"146";"GSM771246";-0,45349813990408;-0,0891160584188257;0,0808114817732296;0,431705524743866;0,491792654681803;-0,508207345318197;-0,338383928450892;-0,0553038372332711;0,0633328161658212;0,128833537180809;0,248033294779737;"Normal"
"147";"GSM155716";-0,48980072902644;-0,0802975565278946;0,0492076477210915;0,51019927097356;0,307264822726948;-0,31978626864094;-0,374969760222842;-0,239898592063702;-0,170492730088299;0,45844781880574;0,350126076342778;"Normal"
"148";"GSM155718";-0,558775071111849;0,0378729914724009;0,128524949559354;0,0812350606889041;0,278850157072026;-0,307778195083748;-0,302649698811843;0,0605964660977718;-0,180039479085692;0,441224928888151;0,320937890314523;"Normal"
"149";"GSM155721";-0,465192718150952;-0,0677626238310007;0,0423551437606552;0,534807281849048;0,220455719896416;-0,256099406544485;-0,330217694962785;-0,158009414007091;-0,161274186798556;0,310361069991012;0,330576828797738;"Normal"
"150";"GSM155722";-0,52609625170901;0,0391675732109054;0,0518521279708494;0,47390374829099;0,198294940824799;-0,298312999625254;-0,352198490412403;-0,224169142459385;-0,0244527819524082;0,367110230099;0,294901045761917;"Normal"
"151";"GSM155723";-0,461305559873471;-0,0382678185826039;-0,0501805315469023;0,538694440126528;0,263944640987656;-0,287591071090793;-0,338766675219262;-0,180530750949057;-0,00698313141093463;0,26057542733322;0,30041103022562;"Normal"
"152";"GSM155724";-0,471947132157923;-0,0594105208635674;0,00358960976504278;0,528052867842077;0,200518553425273;-0,272212803797497;-0,332376457782152;-0,24886795371107;0,0301194209435621;0,330781912800497;0,291752503535756;"Normal"
"153";"GSM155725";-0,492265434980079;-0,0159488434076771;0,195857301096289;0,507734565019921;0,159735694374916;-0,339767432205887;-0,389141313946591;-0,182981837471077;0,049641121588735;0,28380935056546;0,223326829365991;"Normal"
"154";"GSM155727";-0,471331659043403;-0,000318296806364886;-0,0270080129257469;0,528668340956597;0,219315833749315;-0,307835823605948;-0,281194648771029;-0,206589790807222;-0,0402513937323234;0,280300966133184;0,30624448485294;"Normal"
"155";"GSM248655";-0,373645739402251;-0,361044812073502;-0,0576743548531789;0,616672992774298;0,396860946078332;-0,327521624029773;-0,383327007225702;-0,297194996727937;0,0500743585702139;0,362550926059954;0,374249310829546;"Normal"
"156";"GSM248656";0,0114516947006519;-0,236490890860281;0,0281644684736831;0,509550871507355;0,368624210815387;-0,373134243462358;-0,490449128492645;-0,28810195483665;-0,312625292904693;0,396927580786408;0,386082684273142;"Normal"
"157";"GSM248658";-0,197223055984271;-0,358288478776546;-0,0534284624448028;0,574974141474415;0,471312594058448;-0,300580245163702;-0,425025858525585;-0,376031963698363;-0,195285745777421;0,468223324609367;0,391353750228461;"Normal"
"158";"GSM248659";-0,237884557872265;-0,29655550783643;-0,0816970095001867;0,644766953064888;0,457532375015239;-0,265398407206844;-0,355233046935112;-0,28011507712307;-0,259927481222808;0,327125625581122;0,347386134035467;"Normal"
"159";"GSM248660";-0,372026564865131;-0,286262891809332;-0,00632235380998567;0,627973435134869;0,444608274901628;-0,277954972939021;-0,349160942801986;-0,306682899329474;-0,206192387121792;0,361536436038809;0,370484866601417;"Normal"
"160";"GSM248661";-0,312958261335482;-0,350999318739533;-0,0402274414808381;0,622948408801879;0,404600718789891;-0,303321344151544;-0,377051591198121;-0,299996527892335;-0,0892571569981243;0,385758418968191;0,360504095236015;"Normal"
"161";"GSM248780";-0,315894296123554;-0,354160314474847;-0,030705765943299;0,645839685525153;0,358299672707583;-0,285031208340392;-0,345821894487945;-0,294882643795653;-0,187588085751494;0,393101775228469;0,41684307545598;"Normal"
"162";"GSM248781";-0,369622913169812;-0,326864449795139;-0,0040869049617558;0,616306025433512;0,44895131569222;-0,283822130792145;-0,383693974566488;-0,300089831542625;-0,17163470089237;0,394749940047771;0,37980762454683;"Normal"
"163";"GSM342533";-0,150862201232698;-0,148362976930062;-0,142011282009328;0,454373501912876;0,846944401139502;-0,153055598860498;-0,152596870295305;-0,147628919522076;-0,14883036954248;-0,130311416357547;-0,127658268302384;"Normal"
"164";"GSM342540";-0,142052564830769;-0,136472624684284;-0,126353166156405;0,34718895321317;0,857406078482576;-0,141292314349;-0,142593921517424;-0,138862054994896;-0,140401536023058;-0,125997448898045;-0,110569400241864;"Normal"
"165";"GSM342542";-0,140350726432695;-0,0954589195652525;0,859649273567305;-0,0803127018267566;0,00190794936810763;-0,137662547900637;-0,136452673111977;-0,0911532921732739;-0,137999770557033;0,0960803342321785;-0,138246925599965;"Normal"
"166";"GSM342544";-0,148844050965334;-0,141967258715883;-0,141114624130371;0,420036571139095;0,851155949034666;-0,147206684512156;-0,148319365224678;-0,143002197212646;-0,146593526469255;-0,13006191512177;-0,124082897821669;"Normal"
"167";"GSM342548";-0,109112170468081;-0,108744976319496;-0,0877171242517348;0,0122067498407025;0,886609750438514;-0,113390249561486;-0,10037529504434;-0,103632807094909;-0,112796858916321;-0,0806079229557273;-0,0824390956671202;"Normal"
"168";"GSM342550";0,0570401669040703;-0,0697842001183574;0,811207063510732;-0,0630920883911071;-0,00325145530945544;-0,187712945171506;-0,148951958047213;-0,125361095706955;-0,186744843972149;0,105444292791208;-0,188792936489268;"Normal"
"169";"GSM342555";0,0940295658085435;0,0262441193180208;0,316655622867508;0,0998070473883185;0,0529375911405253;-0,21047970070094;-0,323823792095439;-0,162861999583198;-0,359420054165056;0,640579945834944;-0,173668345813228;"Normal"
"170";"GSM342558";-0,253100629041093;-0,189666834145633;0,0118717492516104;-0,0770841941914613;0,427513674788989;-0,102322373204981;-0,248894113984775;-0,107588788470765;-0,274962945921956;0,725037054078044;0,089197400842021;"Normal"
"171";"GSM342563";-0,100753467818209;-0,0988788187788825;-0,0905496983070842;-0,0349610355248536;0,898378306848032;-0,101621693151968;-0,101175433448962;-0,097091953938945;-0,100788620431336;-0,0805890424905475;-0,0919685429572446;"Normal"
"172";"GSM342569";-0,112594212595263;-0,107631593715955;-0,0990295744204433;0,0240634675292597;0,887405787404737;-0,109706483239191;-0,107275437235353;-0,103092172669129;-0,110426141412387;-0,0707391851582121;-0,0909744544880635;"Normal"
"173";"GSM342571";-0,117941687507891;-0,0873774635171399;-0,103409059448001;-0,000795911579146624;0,882058312492109;-0,117937632820466;-0,10910415755671;-0,0932862868507763;-0,114316060626707;-0,0730016183406177;-0,064888434244653;"Normal"
"174";"GSM342575";-0,168101995529114;-0,165403998556303;-0,156840630939646;0,558204652278718;0,831470934752353;-0,165110313168128;-0,168529065247647;-0,163116196193594;-0,164361595238986;-0,138704662448533;-0,099507129709119;"Normal"
"175";"GSM342580";-0,314728177358521;-0,14620902411749;0,130354284469025;-0,244607880968028;0,685271822641479;-0,255803206961761;0,150766308190688;-0,00636482767142378;-0,162685283229249;0,381339388025048;-0,217333403019768;"Normal"
"176";"GSM342583";-0,137951686792795;-0,103674749086297;0,853696322201515;-0,0363723456377251;0,0974935775386378;-0,130836594751197;-0,139638098103097;-0,107170283285688;-0,146303677798486;-0,00322003847676988;-0,146022425808098;"Normal"
"177";"GSM342587";-0,138554967561364;-0,126829725875104;-0,0725995804365112;0,209061062835802;0,859837327268987;-0,135554078900307;-0,13965543619248;-0,119096082262801;-0,140162672731013;-0,0862339036973369;-0,110211942447871;"Normal"
"178";"GSM568582";-0,323511510338422;0,160826824418249;0,145947351032596;0,501876811639374;-0,0177342118550563;-0,135245759595065;-0,498123188360626;-0,173943436333148;-0,177229539773471;0,183397186153933;0,333739473011638;"Normal"
"179";"GSM568584";-0,347482596697262;-0,129732576602606;0,0491201664747479;0,634728777565025;0,218491369593319;-0,343466504239735;-0,0887605450762579;-0,365271222434975;-0,130944530845955;0,184604160820156;0,318713501443542;"Normal"
"180";"GSM44799";-0,19066394801674;-0,188554840922655;-0,153526972385273;0,734568964169549;0,808969360701914;-0,187177851938567;-0,191030639298086;-0,181233659822682;-0,186701153272817;-0,142511060512568;-0,122138198702074;"Normal"
"181";"GSM44843";-0,178406077248962;-0,175132456984823;-0,149246115608185;0,821593922751038;0,624874086166236;-0,172292320478334;-0,175250029230412;-0,168300998332426;-0,173222674769517;-0,132403635835723;-0,122213700428892;"Normal"
"182";"GSM80476";-0,164063308607901;-0,161232821574378;-0,161058881030418;0,835936691392099;0,541028405497096;-0,15072523144155;-0,160695187165775;-0,151990253579438;-0,142130987292278;-0,144313150480133;-0,140755275717325;"Normal"
"183";"GSM80521";-0,168639256072613;-0,139762699959951;-0,156216813653742;0,831360743927387;0,252440530668844;-0,124069278959541;-0,14913906424576;-0,153785904394459;0,0523452787141948;-0,125557590750939;-0,118975945273422;"Normal"
"184";"GSM153815";-0,157285260486944;-0,152455571949822;-0,152045166459176;0,497689486171092;0,842714739513056;-0,155893339426208;-0,154870821938538;-0,147081982556849;-0,154938833055793;-0,127542047931663;-0,138291201879156;"Normal"
"185";"GSM153817";-0,16288989775037;-0,158424184487625;-0,153886923615121;0,470992899288267;0,83711010224963;-0,161833596858358;-0,161720429039947;-0,156131896379272;-0,153909240757297;-0,0847335573072498;-0,114573275342658;"Normal"
"186";"GSM153819";-0,16454851267869;-0,15803640207379;-0,15451021372919;0,533121768045398;0,83545148732131;-0,16359195442894;-0,162808222377168;-0,154954340555614;-0,163876025565768;-0,111384935268776;-0,134862648688774;"Normal"
"187";"GSM153821";-0,147560738297207;-0,143574674345977;-0,138149384014626;0,390396485285589;0,852391648941012;-0,147608351058988;-0,145954744981956;-0,137151196430754;-0,147136025533548;-0,106826034507686;-0,128826985055859;"Normal"
"188";"GSM153825";-0,152916476947943;-0,146659072206689;-0,143181116961515;0,414084991100937;0,847083523052057;-0,150821239960283;-0,135837830659314;-0,141857702121636;-0,150155144750747;-0,106790743830031;-0,132949186714836;"Normal"
"189";"GSM153827";-0,148309027675134;-0,146332608015475;-0,142061099409098;0,400102437707523;0,851690972324866;-0,147622808560667;-0,147676884516744;-0,142548038040599;-0,147128109741506;-0,109131302985302;-0,120983531087863;"Normal"
"190";"GSM153833";-0,132510971407449;-0,12389888952209;-0,11914312619619;0,197311625460593;0,867489028592552;-0,131232856629166;-0,125975342806192;-0,123877775460181;-0,127119486266512;-0,0772759139400519;-0,103766291825312;"Normal"
"191";"GSM153837";-0,160070273206542;-0,0872929473247512;-0,0804805611438394;0,248466445300824;0,839220650240819;-0,157123653418653;-0,160779349759181;-0,137023467935675;-0,150105506292843;-0,0511712566461745;-0,103640079813984;"Normal"
"192";"GSM153839";-0,147239564475374;-0,122373404087574;-0,132406265208385;0,321674143857771;0,852760435524626;-0,14537067623281;-0,143965864986916;-0,134471109316345;-0,144769544346051;-0,0909225187840641;-0,112915631944878;"Normal"
"193";"GSM153841";-0,159664622032543;-0,15323071941909;-0,149125875556543;0,461719961745725;0,840335377967457;-0,158479983885988;-0,158357392064672;-0,153970239910103;-0,153781095370791;-0,101802576921084;-0,113642834552369;"Normal"
"194";"GSM153851";-0,136162284515451;-0,0797150755006054;-0,0997464191901548;0,107896499889739;0,863837715484549;-0,136032519665465;-0,133300166816396;-0,126899165945183;-0,132289452546885;-0,0419741073488415;-0,0856150238453064;"Normal"
"195";"GSM153853";-0,174873845141296;-0,167686712487132;-0,160992450874465;0,462134800021236;0,825126154858704;-0,173090226046796;-0,169921787374245;-0,166364042511119;-0,157202543266622;0,00948008067892779;-0,126609427857194;"Normal"
"196";"GSM153855";-0,173712648709615;-0,166554725410966;-0,157861365166121;0,552130615630479;0,826287351290385;-0,172445053390845;-0,172091003768339;-0,166918144896141;-0,162745189168126;-0,0673409029009921;-0,138748933509719;"Normal"
"197";"GSM155666";-0,45422394093566;-0,141167376955957;-0,0693564256202701;0,54577605906434;0,416168937989541;-0,287903043588164;-0,329605466516065;-0,126388679914674;-0,0581322215671914;0,234740358117275;0,270091799926824;"Normal"
"198";"GSM155669";-0,49858042699083;-0,0928266087776697;0,0331273581246655;0,325638970479002;0,50141957300917;-0,22224586158642;-0,319504293905137;-0,113703389535694;-0,110734484787961;0,267254763706226;0,230154400264649;"Normal"
"199";"GSM155670";-0,485340434610815;-0,078758901697751;-0,00312413234792423;0,492316952619168;0,514659565389185;-0,326805491277295;-0,329263022436736;-0,185586773646488;-0,0940975908735388;0,264278602679414;0,231721226202781;"Normal"
"200";"GSM155672";-0,524920904493957;-0,0115559633636586;0,0467104580424786;0,475079095506043;0,164795407764715;-0,268692517451703;-0,469327619372213;-0,0526511485863436;-0,054256556496736;0,387749848051252;0,307069900400123;"Normal"
"201";"GSM764916";-0,447399221953835;-0,121739791984574;0,0247067696453731;0,549937308615713;0,14719417650441;-0,387732678670445;-0,450062691384287;-0,0376433599070674;0,138177809444527;0,225895272469777;0,358666407220409;"Normal"
"202";"GSM764923";-0,453634323847689;-0,195584497304995;0,0213447702001177;0,546365676152311;0,183488023580258;-0,41955555187574;-0,270523021386168;-0,0844476274849104;0,118071022280363;0,229423161311155;0,325052368375297;"Normal"
"203";"GSM764925";-0,393257423564724;-0,238943021558194;0,0223447166266696;0,598726923568201;0,142168863428662;-0,254571732974561;-0,401273076431799;-0,206397296908551;0,118798263281312;0,264976234125432;0,347427550407554;"Normal"
"204";"GSM764927";-0,419857531483569;-0,184225786472616;0,0494445043290478;0,57873166846016;0,141447960990154;-0,383514357384411;-0,42126833153984;-0,0203720112761694;0,0905868102435558;0,241184692033785;0,327842382099903;"Normal"
"205";"GSM764929";-0,411418766913371;-0,222551432949692;0,0904233640898569;0,588581233086629;0,177305109060676;-0,343292523882495;-0,334171530109876;-0,120337615336963;0,0349760359949138;0,210618336539402;0,329867790420919;"Normal"
"206";"GSM764930";-0,432378690222584;-0,222575201245797;0,0365806050482288;0,567621309777415;0,208240154034156;-0,318128095331556;-0,341529768905787;-0,0986960389784349;0,0686298667530053;0,232118528366381;0,300117330704973;"Normal"
"207";"GSM764936";-0,434817360813876;-0,126588887044126;0,0803544636587547;0,565182639186124;0,143877577443249;-0,366464563534919;-0,366401731572718;-0,128708418569015;0,0938214475570172;0,21943929518532;0,320305538504188;"Normal"
"208";"GSM764937";-0,430500947647851;-0,239108998887401;0,0884040966476455;0,569499052352149;0,185902467249276;-0,362211051527026;-0,408292851348396;-0,0371601579730065;0,108411499346412;0,232434866125997;0,292622025662201;"Normal"
"209";"GSM764939";-0,406274008193105;-0,115274857668464;0,0224797356801042;0,558969288728444;0,188542198041965;-0,357522896497065;-0,441030711271556;-0,0523099892573817;0,0482471549101525;0,220455352147962;0,333718733378943;"Normal"
"210";"GSM764942";-0,465920517856922;0,0217816155851214;0,0767437934172544;0,534079482143078;0,239664480104757;-0,304404007461488;-0,395054911116876;-0,103135719197684;-0,0811626250272806;0,181767120862107;0,295641288547933;"Normal"
"211";"GSM764953";-0,426622675283377;-0,0525298795239937;0,0737079540218767;0,546733473819698;0,146023110678315;-0,361953660675172;-0,453266526180302;-0,0726269317963177;0,124549006826166;0,187912265856108;0,288073862256998;"Normal"
"212";"GSM764956";-0,447419436374537;-0,0603767637128041;0,0472867423464915;0,552580563625462;0,171178629940614;-0,378578503331438;-0,445725413565267;-0,0704729124882479;0,076555448601476;0,223680599404393;0,331291045553858;"Normal"
"213";"GSM764959";-0,422175903860229;-0,205104233955162;0,0373041002708966;0,577824096139771;0,222476372717376;-0,380852375108811;-0,418898586628879;-0,0923746084571334;0,122903886530027;0,223889551394351;0,335007700957793;"Normal"
"214";"GSM771163";0,303195153372745;-0,146475100126835;0,0780694403231439;0,362373244395207;0,36227904060333;-0,637626755604793;-0,190522600104405;-0,14447065277745;-0,0339859701146363;0,00380229431922892;0,0433619057144651;"Normal"
"215";"GSM771169";-0,504134895268574;-0,0949943644262271;0,169257945068887;0,441986169937664;0,495865104731426;-0,481831077125946;-0,442442839081738;0,0362262451044057;0,0486396864722219;0,173206703572959;0,158221321014922;"Normal"
"216";"GSM771172";-0,27602970215749;-0,144312133756465;0,114118643832341;0,432286515643085;0,466567691654306;-0,533432308345694;-0,401697707707281;-0,0969255706564631;0,135481067694042;0,0863516189316102;0,217591884868007;"Normal"
"217";"GSM771176";-0,532027830528646;-0,108435630676387;0,151704439164691;0,373137181609116;0,467972169471354;-0,480939075281554;-0,182075719084351;-0,0191771703454168;0,040426117947581;0,159672864402298;0,129742653321315;"Normal"
"218";"GSM771179";-0,168495997265651;-0,101291218671086;0,0837805390256242;0,431457971535081;0,447528498128912;-0,518141031843114;-0,552471501871088;-0,117697788466278;0,11359130136716;0,148634559881774;0,233104668178666;"Normal"
"219";"GSM771186";-0,18123857782773;-0,0726247041884101;0,164504664519377;0,370415441867835;0,454968962784414;-0,545031037215586;-0,454573537248304;0,0452406513963783;-0,00916294597470065;0,073818797960827;0,153682283925899;"Normal"
"220";"GSM771205";-0,520182908871791;-0,0808952533969404;0,129277971213694;0,43608990616762;0,479817091128209;-0,458124265146207;-0,484666174678132;-0,00486541925867644;0,0535556533608452;0,171861162372024;0,278132237109353;"Normal"
"221";"GSM771212";-0,531584418686973;0,02514018606284;0,0889529286829753;0,434899931662026;0,468415581313027;-0,443731685823825;-0,508857904285588;-0,00362106498290523;0,0490982840352484;0,164600818429621;0,256687343593554;"Normal"
"222";"GSM771214";-0,375717120449948;-0,0824752949054178;0,379345669222866;0,196693824859362;0,12827638833436;-0,620654330777134;-0,498762092822954;0,184847471888521;0,197681734218303;0,188068558392182;0,302695192039859;"Normal"
"223";"GSM771222";-0,196411967095371;-0,0133737791152319;0,10249056762452;0,450358711730464;0,439445183706661;-0,549641288269536;-0,504341893854154;0,0539868275681055;-0,0532245905742033;0,0724259940872588;0,198286234191488;"Normal"
"224";"GSM771232";-0,193815413292384;-0,14006833431475;0,0836533849335134;0,424952087992005;0,449201220432873;-0,550798779567127;-0,442371516935379;-0,0885543057853001;0,123798192224264;0,102663687774878;0,231339776537408;"Normal"
"225";"GSM771236";-0,22649265960465;-0,0649292629320812;0,0870885010270091;0,382288996183613;0,433212420221277;-0,566787579778722;-0,187427417251677;-0,0507338992108759;-0,0298369021334931;0,0727748506058756;0,150842952873725;"Normal"
"226";"GSM155715";-0,49992160956572;-0,0518032106851533;-0,0350315801095169;0,50007839043428;0,322276375222603;-0,289422107617737;-0,372148473763688;-0,212962692583889;-0,155452303206334;0,44021824920846;0,354168962666696;"Normal"
"227";"GSM155717";-0,251193019483076;-0,068620875399663;0,147953694224378;0,506479217526894;0,397415318706588;-0,302526531319399;-0,493520782473106;-0,364082594383456;-0,324789088217228;0,413863130207431;0,339021530610638;"Normal"
"228";"GSM155719";-0,458572244815948;-0,0829497770577447;0,0870183701456651;0,541427755184052;0,187509353788727;-0,317037724662056;-0,377131417812686;-0,231535946478298;-0,0420287387391124;0,359054406609403;0,334245963837999;"Normal"
"229";"GSM155720";-0,462887547079746;-0,0310747902533228;-0,100255278557993;0,537112452920254;0,225760004434412;-0,268372305340974;-0,329131438359029;-0,185414106048532;0,0123380671858503;0,281552661167391;0,320372279931689;"Normal"
"230";"GSM155726";-0,504908472017977;-0,0169483877772256;0,0456947017745277;0,495091527982023;0,131107580459921;-0,347044513961221;-0,321748880421259;-0,193247686253987;0,11704671557456;0,311449587858702;0,283507826781938;"Normal"
"231";"GSM155728";-0,458180293703478;-0,069577438946942;0,0412266668607203;0,541819706296522;0,199161357757961;-0,301378147628052;-0,335955455164;-0,158645907879213;-0,132872259593654;0,36429815604796;0,310103615952175;"Normal"
"232";"GSM248652";-0,281059408304943;-0,323808205255298;-0,043086178206909;0,624210713639256;0,424484523302266;-0,274664476336504;-0,375789286360744;-0,291490881670669;-0,173289206697449;0,356275158701172;0,358217247189821;"Normal"
"233";"GSM248653";-0,309043793498393;-0,354503807633246;0,124394043732332;0,60100858752692;0,468525214088326;-0,337973812876261;-0,39899141247308;-0,282511805759901;-0,179508761189264;0,370819416111149;0,297786131971419;"Normal"
"234";"GSM248672";-0,358190818628981;-0,19079954162907;0,103960871499461;0,371595194881982;0,552492277570588;-0,375227338486575;-0,447507722429412;-0,221746315477681;-0,22901808209277;0,461296293119518;0,333145181672939;"Normal"
"235";"GSM248687";-0,409198638153397;-0,386727086902357;-0,0126063549574604;0,590801361846603;0,412126219799158;-0,294594777247205;-0,407007922137508;-0,289897990764239;0,0572380772538534;0,326288902799177;0,413578208463376;"Normal"
"236";"GSM342531";-0,232653340598902;-0,0813384455965771;0,160504611011204;-0,00245273208760286;0,767346659401098;-0,189650644533733;-0,173245858195802;-0,107359508949229;-0,218419464554477;0,244028772002175;-0,166760047898152;"Normal"
"237";"GSM342535";-0,10688126337039;-0,111999844989994;-0,0754056278430446;0,000640483372153333;0,888000155010007;-0,110052387741154;-0,108452436833915;-0,10004910685713;-0,0993536022271302;-0,0801197987073049;-0,0963265698120971;"Normal"
"238";"GSM342537";-0,160469158778859;-0,150737240408022;-0,12899931541449;0,47813542988717;0,839530841221141;-0,160063269174141;-0,159916165994995;-0,147048833523519;-0,157988289926249;-0,124061807306327;-0,128382190581709;"Normal"
"239";"GSM342547";-0,169889003605139;-0,123142089530116;-0,0811196759198786;-0,0923134910270258;0,331587598942683;-0,167916755365023;0,830110996394861;-0,147230108035619;-0,168774406475461;-0,0654190172635179;-0,145894048115765;"Normal"
"240";"GSM342553";-0,141308412156689;-0,125037462045986;0,828649156410747;-0,154966095665047;0,190728860669632;-0,149988058064986;-0,14017381286495;-0,111811163194609;-0,168804307106351;0,144062137607493;-0,171350843589253;"Normal"
"241";"GSM342559";-0,127337595427207;-0,109931946956319;0,85011473213206;-0,101336457132036;-0,0283515135550205;-0,148840523927047;-0,149590826235535;-0,112645193480842;-0,14988526786794;0,219732048444503;-0,141927455994616;"Normal"
"242";"GSM342564";0,814819593944146;-0,0931871317974179;-0,092160318474629;-0,122250085349059;0,173377685496972;-0,14262248865984;-0,14875827611253;-0,0810038468090876;-0,185180406055854;-0,00744375931258498;-0,115590966870115;"Normal"
"243";"GSM342567";-0,134435704567432;-0,132382865292426;-0,122059853923135;0,279816801378514;0,864042597333131;-0,134716619350678;-0,135957402666869;-0,131450120488498;-0,134179083084807;-0,105552449260997;-0,113125300076803;"Normal"
